state,gender,year,name,number
PA,F,1910,Rose,492
PA,F,1910,Pauline,213
PA,F,1910,Beatrice,173
PA,F,1910,Jennie,161
PA,F,1910,Nellie,145
PA,F,1910,Olive,93
PA,F,1910,Charlotte,86
PA,F,1910,Sylvia,71
PA,F,1910,Isabel,51
PA,F,1910,Jessie,50
PA,F,1910,Rachel,42
PA,F,1910,Lydia,41
PA,F,1910,Estelle,36
PA,F,1910,Celia,34
PA,F,1910,Olga,34
PA,F,1910,Elisabeth,20
PA,F,1910,Millie,18
PA,F,1910,Stephanie,15
PA,F,1910,Yetta,15
PA,F,1910,Filomena,12
PA,F,1910,Lauretta,9
PA,F,1910,Fanny,8
PA,F,1910,Phoebe,8
PA,F,1910,Evalyn,7
PA,F,1910,Emilie,6
PA,F,1910,Ina,6
PA,F,1910,Aurelia,5
PA,F,1910,Gilda,5
PA,F,1910,Gussie,5
PA,F,1910,Olivia,5
PA,F,1910,Roma,5
PA,M,1910,Clarence,90
PA,M,1910,Leroy,57
PA,M,1910,Mike,45
PA,M,1910,Leonard,42
PA,M,1910,Patrick,30
PA,M,1910,Ronald,18
PA,M,1910,Marvin,11
PA,M,1910,Adolph,10
PA,M,1910,Orville,8
PA,M,1910,Stephan,7
PA,M,1910,Douglas,6
PA,M,1910,Merrill,5
PA,M,1910,Milford,5
PA,M,1910,John,1326
PA,M,1910,Michael,219
PA,M,1910,Carl,94
PA,M,1910,Norman,62
PA,M,1910,Elmer,60
PA,M,1910,Lewis,43
PA,M,1910,Vincent,43
PA,M,1910,Alexander,37
PA,M,1910,Mark,18
PA,M,1910,Sidney,12
PA,M,1910,Christian,8
PA,M,1910,Meyer,8
PA,M,1910,Patsy,8
PA,M,1910,Percy,7
PA,M,1910,Salvatore,6
PA,M,1910,Ervin,5
PA,M,1910,Perry,5
RI,F,1910,Lillian,24
RI,F,1910,Marion,16
RI,F,1910,Josephine,15
RI,F,1910,Julia,12
RI,F,1910,Emily,6
RI,F,1910,Rita,6
RI,F,1910,Nancy,5
RI,F,1910,Mildred,29
RI,F,1910,Gertrude,20
RI,F,1910,Angelina,15
RI,F,1910,Martha,9
RI,F,1910,Mabel,7
RI,F,1910,Phyllis,6
RI,F,1910,Blanche,5
RI,F,1910,Lena,5
RI,M,1910,Thomas,13
RI,M,1910,Walter,14
RI,M,1910,Frederick,9
SC,F,1910,Carrie,131
SC,F,1910,Lillie,111
SC,F,1910,Emma,84
SC,F,1910,Gladys,76
SC,F,1910,Irene,58
SC,F,1910,Alberta,35
SC,F,1910,Christine,32
SC,F,1910,Addie,30
SC,F,1910,Nettie,30
SC,F,1910,Eloise,27
SC,F,1910,Nora,21
SC,F,1910,Della,13
SC,F,1910,Caroline,11
SC,F,1910,Cassie,6
SC,F,1910,Cathrine,5
SC,F,1910,Evelina,5
SC,F,1910,Floride,5
SC,F,1910,Francis,5
SC,F,1910,Harriett,5
SC,F,1910,Idella,5
SC,F,1910,Rena,5
SC,F,1910,Louise,173
SC,F,1910,Ella,89
SC,F,1910,Helen,83
SC,F,1910,Viola,81
